id,motu,analysis,voucher,sequence,la_motu,blasting_family,blasting_subfamily,blasting_genus,percentage,bin,notes_on_host,notes,updated,error message
1236,MOTU0003,All_inga_trimmed_21bp,Nh_1142,Nh_1142_coi,,Erebidae,Arctiinae,,90,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAM8549,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0003""}"
1237,MOTU0044,All_inga_trimmed_21bp,Nh_1143,Nh_1143_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
1238,MOTU0054,All_inga_trimmed_21bp,Nh_1144,Nh_1144_coi,,Bombycidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0054""}"
1239,MOTU0050,All_inga_trimmed_21bp,Nh_1145,Nh_1145_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0050""}"
1240,MOTU0353,All_inga_trimmed_21bp,Nh_1146,Nh_1146_coi,,Tortricidae,,,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2827,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0353""}"
1241,MOTU0139,All_inga_trimmed_21bp,Nh_1148,Nh_1148_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0139""}"
1242,MOTU0052,All_inga_trimmed_21bp,Nh_115,Nh_115_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1243,MOTU0168,All_inga_trimmed_21bp,Nh_1150,Nh_1150_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0168""}"
1244,MOTU0043,All_inga_trimmed_21bp,Nh_1151,Nh_1151_coi,,Tortricidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0043""}"
1245,MOTU0342,All_inga_trimmed_21bp,Nh_1153,Nh_1153_coi,,Tortricidae,,,93,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA4017,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0342""}"
1246,MOTU0193,All_inga_trimmed_21bp,Nh_1154,Nh_1154_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1247,MOTU0148,All_inga_trimmed_21bp,Nh_1155,Nh_1155_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0148""}"
1248,MOTU0043,All_inga_trimmed_21bp,Nh_1157,Nh_1157_coi,,Tortricidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0043""}"
1249,MOTU0012,All_inga_trimmed_21bp,Nh_1159,Nh_1159_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
1250,MOTU0052,All_inga_trimmed_21bp,Nh_116,Nh_116_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1251,MOTU0041,All_inga_trimmed_21bp,Nh_1163,Nh_1163_coi,,Nolidae?,,,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA1024,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0041""}"
1252,MOTU0139,All_inga_trimmed_21bp,Nh_1166,Nh_1166_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0139""}"
1253,MOTU0016,All_inga_trimmed_21bp,Nh_1167,Nh_1167_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0016""}"
1254,MOTU0046,All_inga_trimmed_21bp,Nh_1172,Nh_1172_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0046""}"
1255,MOTU0020,All_inga_trimmed_21bp,Nh_1175,Nh_1175_coi,,Lycaenidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0020""}"
1256,MOTU0046,All_inga_trimmed_21bp,Nh_1176,Nh_1176_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0046""}"
1257,MOTU0292,All_inga_trimmed_21bp,Nh_1177,Nh_1177_coi,,Elachistidae,Stenomatinae,,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0875,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0292""}"
1258,MOTU0012,All_inga_trimmed_21bp,Nh_1178,Nh_1178_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
1259,MOTU0054,All_inga_trimmed_21bp,Nh_1179,Nh_1179_coi,,Bombycidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0054""}"
1260,MOTU0060,All_inga_trimmed_21bp,Nh_118,Nh_118_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0060""}"
1261,MOTU0074,All_inga_trimmed_21bp,Nh_1180,Nh_1180_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0074""}"
1262,MOTU0074,All_inga_trimmed_21bp,Nh_1181,Nh_1181_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0074""}"
1263,MOTU0020,All_inga_trimmed_21bp,Nh_1182,Nh_1182_coi,,Lycaenidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0020""}"
1264,MOTU0044,All_inga_trimmed_21bp,Nh_1183,Nh_1183_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
1265,MOTU0365,All_inga_trimmed_21bp,Nh_1184,Nh_1184_coi,,Gracillariidae,,,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH5845,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0365""}"
1266,MOTU0049,All_inga_trimmed_21bp,Nh_1185,Nh_1185_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0049""}"
1267,MOTU0150,All_inga_trimmed_21bp,Nh_1187,Nh_1187_coi,,Erebidae,Carpinae,Ypsora selenodes,98,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAD9516,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0150""}"
1268,MOTU0049,All_inga_trimmed_21bp,Nh_1189,Nh_1189_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0049""}"
1269,MOTU0073,All_inga_trimmed_21bp,Nh_119,Nh_119_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1270,MOTU0223,All_inga_trimmed_21bp,Nh_1193,Nh_1193_coi,,Pieridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0223""}"
1271,MOTU0139,All_inga_trimmed_21bp,Nh_1196,Nh_1196_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0139""}"
1272,MOTU0130,All_inga_trimmed_21bp,Nh_1198,Nh_1198_coi,,Erebidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0130""}"
1273,MOTU0365,All_inga_trimmed_21bp,Nh_1199,Nh_1199_coi,,Gracillariidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0365""}"
1274,MOTU0084,All_inga_trimmed_21bp,Nh_120,Nh_120_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0084""}"
1275,MOTU0073,All_inga_trimmed_21bp,Nh_1200,Nh_1200_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1276,MOTU0120,All_inga_trimmed_21bp,Nh_1201,Nh_1201_coi,,Geometridae,Sterrhinae,Acratodes,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH9093,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0120""}"
1277,MOTU0125,All_inga_trimmed_21bp,Nh_1202,Nh_1202_coi,,Elachistidae,Stenomatinae,,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAK2264,"Palicourea guianenses, Costa Rica",,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0125""}"
1278,MOTU0075,All_inga_trimmed_21bp,Nh_1204,Nh_1204_coi,,Gracillaridae,,Eucosmophora,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAV1251,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0075""}"
1279,MOTU0294,All_inga_trimmed_21bp,Nh_1205,Nh_1205_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0294""}"
1280,MOTU0150,All_inga_trimmed_21bp,Nh_1206,Nh_1206_coi,,Erebidae,Carpinae,Ypsora selenodes,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0150""}"
1281,MOTU0076,All_inga_trimmed_21bp,Nh_1207,Nh_1207_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0076""}"
1282,MOTU0002,All_inga_trimmed_21bp,Nh_1208,Nh_1208_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
1283,MOTU0052,All_inga_trimmed_21bp,Nh_1209,Nh_1209_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1284,MOTU0049,All_inga_trimmed_21bp,Nh_121,Nh_121_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0049""}"
1285,MOTU0025,All_inga_trimmed_21bp,Nh_1210,Nh_1210_coi,,Erebidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0025""}"
1286,MOTU0025,All_inga_trimmed_21bp,Nh_1211,Nh_1211_coi,,Erebidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0025""}"
1287,MOTU0050,All_inga_trimmed_21bp,Nh_1214,Nh_1214_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0050""}"
1288,MOTU0139,All_inga_trimmed_21bp,Nh_1215,Nh_1215_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0139""}"
1289,MOTU0193,All_inga_trimmed_21bp,Nh_1216,Nh_1216_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1290,MOTU0073,All_inga_trimmed_21bp,Nh_1218,Nh_1218_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1291,MOTU0267,All_inga_trimmed_21bp,Nh_1220,Nh_1220_coi,,Crambidae,,,93,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABZ7997,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0267""}"
1292,MOTU0074,All_inga_trimmed_21bp,Nh_1224,Nh_1224_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0074""}"
1293,MOTU0043,All_inga_trimmed_21bp,Nh_1226,Nh_1226_coi,,Tortricidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0043""}"
1294,MOTU0238,All_inga_trimmed_21bp,Nh_1227,Nh_1227_coi,,Erebidae,Arctiinae,,93,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACF1558,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0238""}"
1295,MOTU0020,All_inga_trimmed_21bp,Nh_1228,Nh_1228_coi,,Lycaenidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0020""}"
1296,MOTU0359,All_inga_trimmed_21bp,Nh_1229,Nh_1229_coi,,Choreutidae?,,,90,http://www.ncbi.nlm.nih.gov/nucleotide/374866916?report=genbank&log$=nucltop&blast_rank=3&RID=S16RC43S013,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0359""}"
1297,MOTU0054,All_inga_trimmed_21bp,Nh_1230,Nh_1230_coi,,Bombycidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0054""}"
1298,MOTU0110,All_inga_trimmed_21bp,Nh_1231,Nh_1231_coi,,Lycaenidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0110""}"
1299,MOTU0095,All_inga_trimmed_21bp,Nh_1232,Nh_1232_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0095""}"
1300,MOTU0086,All_inga_trimmed_21bp,Nh_1234,Nh_1234_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0086""}"
1301,MOTU0074,All_inga_trimmed_21bp,Nh_1235,Nh_1235_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0074""}"
1302,MOTU0074,All_inga_trimmed_21bp,Nh_1236,Nh_1236_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0074""}"
1303,MOTU0148,All_inga_trimmed_21bp,Nh_1238,Nh_1238_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0148""}"
1304,MOTU0139,All_inga_trimmed_21bp,Nh_1239,Nh_1239_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0139""}"
1305,MOTU0012,All_inga_trimmed_21bp,Nh_1241,Nh_1241_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
1306,MOTU0134,All_inga_trimmed_21bp,Nh_1242,Nh_1242_coi,,Tortricidae,Tortricinae,Anacrusis,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0134""}"
1307,MOTU0065,All_inga_trimmed_21bp,Nh_1243,Nh_1243_coi,,Geometridae,Ennominae,Paragonia sp. crurariaDHJ03,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0065""}"
1308,MOTU0012,All_inga_trimmed_21bp,Nh_1244,Nh_1244_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
1309,MOTU0032,All_inga_trimmed_21bp,Nh_1245,Nh_1245_coi,,Crambidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
1310,MOTU0134,All_inga_trimmed_21bp,Nh_1246,Nh_1246_coi,,Tortricidae,Tortricinae,Anacrusis,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0134""}"
1311,MOTU0127,All_inga_trimmed_21bp,Nh_1248,Nh_1248_coi,,Elachistidae,Stenomatinae,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0127""}"
1312,MOTU0044,All_inga_trimmed_21bp,Nh_1251,Nh_1251_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
1313,MOTU0304,All_inga_trimmed_21bp,Nh_1252,Nh_1252_coi,,Saturniidae,Hemileucinae,Gamelia abas,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE7313,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0304""}"
1314,MOTU0046,All_inga_trimmed_21bp,Nh_1253,Nh_1253_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0046""}"
1315,MOTU0193,All_inga_trimmed_21bp,Nh_1256,Nh_1256_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1316,MOTU0153,All_inga_trimmed_21bp,Nh_1257,Nh_1257_coi,,Geometridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0153""}"
1317,MOTU0016,All_inga_trimmed_21bp,Nh_1258,Nh_1258_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0016""}"
1318,MOTU0044,All_inga_trimmed_21bp,Nh_1259,Nh_1259_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
1319,MOTU0305,All_inga_trimmed_21bp,Nh_1262,Nh_1262_coi,,Geometridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0305""}"
1320,MOTU0150,All_inga_trimmed_21bp,Nh_1263,Nh_1263_coi,,Erebidae,Carpinae,Ypsora selenodes,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0150""}"
1321,MOTU0333,All_inga_trimmed_21bp,Nh_1266,Nh_1266_coi,,Lycaenidae,Techlinae,Erora badeta,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAD8075,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0333""}"
1322,MOTU0168,All_inga_trimmed_21bp,Nh_1267,Nh_1267_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0168""}"
1323,MOTU0049,All_inga_trimmed_21bp,Nh_1268,Nh_1268_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0049""}"
1324,MOTU0054,All_inga_trimmed_21bp,Nh_1269,Nh_1269_coi,,Bombycidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0054""}"
1325,MOTU0276,All_inga_trimmed_21bp,Nh_1270,Nh_1270_coi,,Riodinidae,Riodininae,,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB4333,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0276""}"
1326,MOTU0168,All_inga_trimmed_21bp,Nh_1272,Nh_1272_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0168""}"
1327,MOTU0273,All_inga_trimmed_21bp,Nh_1273,Nh_1273_coi,,Erebidae?,,,91,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC0879,,"Contamination?? (Barcode says Erebidae, but it is a pic of a microlep)",2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0273""}"
1328,MOTU0046,All_inga_trimmed_21bp,Nh_1274,Nh_1274_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0046""}"
1329,MOTU0025,All_inga_trimmed_21bp,Nh_1275,Nh_1275_coi,,Erebidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0025""}"
1330,MOTU0112,All_inga_trimmed_21bp,Nh_1276,Nh_1276_coi,,Geometridae,Ennominae,Oxydia apidania,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACF3047,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0112""}"
1331,MOTU0010,All_inga_trimmed_21bp,Nh_1277,Nh_1277_coi,,Notodontidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0010""}"
1332,MOTU0134,All_inga_trimmed_21bp,Nh_1279,Nh_1279_coi,,Tortricidae,Tortricinae,Anacrusis,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0134""}"
1333,MOTU0193,All_inga_trimmed_21bp,Nh_1281,Nh_1281_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1334,MOTU0060,All_inga_trimmed_21bp,Nh_1284,Nh_1284_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0060""}"
1335,MOTU0012,All_inga_trimmed_21bp,Nh_1285,Nh_1285_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
1336,MOTU0088,All_inga_trimmed_21bp,Nh_1286,Nh_1286_coi,,Gracillaridae,,Eucomosphora,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABV0582,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0088""}"
1337,MOTU0193,All_inga_trimmed_21bp,Nh_1287,Nh_1287_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1338,MOTU0012,All_inga_trimmed_21bp,Nh_1288,Nh_1288_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
1339,MOTU0127,All_inga_trimmed_21bp,Nh_1289,Nh_1289_coi,,Elachistidae,Stenomatinae,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0127""}"
1340,MOTU0193,All_inga_trimmed_21bp,Nh_1292,Nh_1292_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1341,MOTU0223,All_inga_trimmed_21bp,Nh_1293,Nh_1293_coi,,Pieridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0223""}"
1342,MOTU0193,All_inga_trimmed_21bp,Nh_1295,Nh_1295_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1343,MOTU0049,All_inga_trimmed_21bp,Nh_1296,Nh_1296_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0049""}"
1344,MOTU0336,All_inga_trimmed_21bp,Nh_1297,Nh_1297_coi,,Geometridae,Sterrhinae,,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABV4187,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0336""}"
1345,MOTU0139,All_inga_trimmed_21bp,Nh_1298,Nh_1298_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0139""}"
1346,MOTU0076,All_inga_trimmed_21bp,Nh_1300,Nh_1300_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0076""}"
1347,MOTU0074,All_inga_trimmed_21bp,Nh_1301,Nh_1301_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0074""}"
1348,MOTU0193,All_inga_trimmed_21bp,Nh_1302,Nh_1302_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1349,MOTU0046,All_inga_trimmed_21bp,Nh_1303,Nh_1303_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:06+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0046""}"
