id,year,month,day,plant_field,orig_id,species_code,evm,exp_min,exp_max,field_efn,field_ants,ants_efn,ant_collection_field,total_herb,a_herbivore_species_code,a_herbivores,b_herbivore_species_code,b_herbivores,c_herbivore_species_code,c_herbivores,d_herbivore_collection_field,d_herbivores,d_herbivores_total,d_family_field,e_herbivore_collection_field,e_herbivores,e_herbivores_total,e_family_field,f_herbivore_collection_field,f_herbivores,f_herbivores_total,f_family_field,g_herbivore_collection_field,g_herbivores,g_herbivores_total,g_family_field,h_herbivore_collection_field,h_herbivores,h_herbivores_total,h_family_field,i_herbivore_collection_field,i_herbivores,i_herbivores_total,i_family_field,j_herbivore_collection_field,j_herbivores,j_herbivores_total_observe,j_family_field,k_herbivore_collection_field,k_herbivores,k_herbivores_total_observe,k_family_field,l_herbivore_collection_field,l_herbivores,l_herbivores_total_observe,l_family_field,m_herbivore_collection_field,m_herbivores,m_herbivores_total_observe,m_family_field,n_herbivore_collection_field,n_herbivores,n_herbivores_total_observe,n_family_field,o_herbivore_collection_field,o_herbivores,o_herbivores_total_observe,o_family_field,p_herbivore_collection_field,p_herbivores,p_herbivores_total_observe,p_family_field,q_herbivore_collection_field,q_herbivores,q_herbivores_total_observe,q_family_field,r_herbivore_collection_field,r_herbivores,r_herbivores_total_observe,r_family_field,s_herbivore_collection_field,s_herbivores,s_herbivores_total_observe,s_family_field,t_herbivore_collection_field,t_herbivores,t_herbivores_total_observe,t_family_field,u_herbivore_collection_field,u_herbivores,u_herbivores_total_observe,u_family_field,v_herbivore_collection_field,v_herbivores,v_herbivores_total_observe,v_family_field,w_herbivore_collection_field,w_herbivores,w_herbivores_total_observe,w_family_field,x_herbivore_collection_field,x_herbivores,x_herbivores_total_observe,x_family_field,y_herbivore_collection_field,y_herbivores,y_herbivores_total_observe,y_family_field,z_herbivore_collection_field,z_herbivores,z_herbivores_total_observe,z_family_field,aa_herbivore_collection_field,aa_herbivores,aa_herbivores_total_observe,aa_family_field,ab_herbivore_collection_field,ab_herbivores,ab_herbivores_total_observe,ab_family_field,ac_herbivore_collection_field,ac_herbivores,ac_herbivores_total_observe,ac_family_field,ad_herbivore_collection_field,ad_herbivores,ad_herbivores_total_observe,ad_family_field,ae_herbivore_collection_field,ae_herbivores,ae_herbivores_total_observe,ae_family_field,af_herbivor_collection_field,af_herbivores_total_observe,af_family_field,af_herbivores,ag_herbivore_collection_field,ag_herbivores,ag_herbivores_total_observe,ag_family_field,ah_herbivore_collection_field,ah_herbivores,ah_herbivores_total_observe,ah_family_field,notes1,notes2,notes3,notes4,notes5,notes6,notes7,notes8,updated,error message
20205,2012,july,11,10500,28,N28,E,40,,120,0,0E-8,,1,,0,,0,,,Nh-854,1,0,n057,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:14+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-854""}"
20206,2012,july,12,10501,6,N6,E,95,,4,0,0E-8,,2,n001,1,,0,,,Nh-855,1,0,BCI21,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-855""}"
20207,2012,july,12,10502,6,N6,E,10,80,200,15,0.08000000,,1,,0,,0,,,Nh-856,1,0,n005,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:14+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-856""}"
20208,2012,july,12,10503,6,N6,E,80,,30,1,0.03000000,,2,,0,,0,,,Nh-857,1,0,n057,Nh-858,1,0,n044,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:14+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-857""}"
20209,2012,july,12,10504,36,N36,E,25,,1,0,0E-8,,1,,0,,0,,,Nh-859,1,0,n006,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-859""}"
20210,2012,july,12,10505,3,N3,E,25,80,24,0,0E-8,,1,,0,,0,,,Nh-860,1,0,n083,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-860""}"
20211,2012,july,12,10506,21,N21,E,80,,40,0,0E-8,,2,,0,,0,,,Nh-861,1,0,n043,Nh-868,2,0,n032,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-861""}"
20212,2012,july,12,10507,27,N27,E,95,,4,0,0E-8,,1,,0,,0,,,Nh-862,3,0,n124,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,bored rachis,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-862""}"
20213,2012,july,12,10508,4,N4,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-863,1,0,n077,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-863""}"
20214,2012,july,12,10509,14,N14,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-864,1,0,n080,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-864""}"
20215,2012,july,12,10510,13,N13,E,80,,14,4,0.29000000,,2,,0,,0,,,Nh-865,1,0,n001,Nh-866,1,0,n001,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-865""}"
20216,2012,july,12,10511,21,N21,E,90,,24,1,0.04000000,,1,,0,,0,,,Nh-867,1,0,n084,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-867""}"
20219,2012,july,13,10514,38,N38,E,95,,45,2,0.04000000,,1,,0,,0,,,Nh-869,1,0,n087,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-869""}"
20220,2012,july,13,10515,38,N38,E,95,,20,20,1.00000000,,1,,0,,0,,,Nh-870,3,0,n008,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-870""}"
20221,2012,july,13,10516,38,N38,E,60,,10,6,0.60000000,,1,,0,,0,,,Nh-871,1,0,n008,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-871""}"
20223,2012,july,13,10518,38,N38,E,80,,4,9,2.25000000,,1,,0,,0,,,Nh-872,5,0,n001,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-872""}"
20224,2012,july,13,10519,38,N38,E,75,,8,11,1.38000000,,3,,0,,0,,,Nh-873,2,0,n083,Nh-874,1,0,n011,Nh-875,1,0,n088,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,Nh-873 were edge chewers,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-873""}"
20225,2012,july,13,10520,38,N38,E,90,,12,8,0.67000000,,1,,0,,0,,,Nh-876,3,0,n008,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-876""}"
20226,2012,july,13,10521,41,N41,E,90,,3,3,1.00000000,,1,,0,,0,,,Nh-877,1,0,n083,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-877""}"
20228,2012,july,13,10523,21,N21,E,80,,40,50,1.25000000,,2,n022,10,,0,,,Nh-878,1,0,n008,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-878""}"
20229,2012,july,13,10524,38,N38,E,85,,9,0,0E-8,,1,,0,,0,,,Nh-879,1,0,n032,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-879""}"
20231,2012,july,13,10526,38,N38,E,50,80,18,40,2.22000000,,2,n079,1,,0,,,Nh-880,1,0,n011,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-880""}"
20233,2012,july,14,10528,42,N42,E,10,95,50,20,0.40000000,,3,,0,,0,,,Nh-881,1,0,n089,Nh-882,1,0,n087,Nh-883,1,0,n089,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-881""}"
20234,2012,july,14,10529,36,N36,E,5,95,20,10,0.50000000,,1,,0,,0,,,Nh-884,1,0,n063,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-884""}"
20235,2012,july,14,10530,13,N13,E,70,95,23,3,0.13000000,,1,,0,,0,,,Nh-885,1,0,n001,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-885""}"
20236,2012,july,14,10531,15,N15,E,25,50,12,5,0.42000000,,1,,0,,0,,,Nh-886,0,0,n099,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-886""}"
20237,2012,july,14,10532,38,N38,E,2,10,12,100,8.33000000,,1,,0,,0,,,Nh-887,1,0,n081,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-887""}"
20238,2012,july,14,10533,35,N35,E,5,50,45,60,1.33000000,,1,,0,,0,,,Nh-888,1,0,n027,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-888""}"
20240,2012,july,17,10534,37,N37,E,5,95,21,0,0E-8,,2,,0,,0,,,Nh-925,2,0,n030,Nh-926,1 (mature),0,n097,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-925""}"
20241,2012,july,14,10535,38,N38,E,50,90,40,2,0.05000000,Na-100,6,,0,,0,,,Nh-889,1,0,n008,Nh-890,1,0,n091,Nh-891,1,0,n092,Nh-892,1,0,n117,Nh-893,4,0,n093,Nh-894,1,,n094,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,associated with coleoptera inside stem,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-889""}"
20242,2012,july,14,10536,3,N3,E,80,95,8,1,0.13000000,,1,,0,,0,,,Nh-895,0,0,n015,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-895""}"
20244,2012,july,15,10538,20,N20,E,20,90,30,50,1.67000000,,1,,0,,0,,,Nh-896,2,0,n095,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-896""}"
20246,2012,july,15,10540,35,N35,E,80.5,,40,0,0E-8,,5,n008,1,,0,,,Nh-897,12,0,n146,Nh-898,1,0,n102,Nh-899,1,0,n093,Nh-900,1,0,n901,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-897""}"
20247,2012,july,15,10541,35,N35,E,20,100,50,25,0.50000000,Na-101,2,,0,,0,,,Nh-901,1,0,n031,Nh-902,1,0,n005,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,ants with Nh-901,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-901""}"
20249,2012,july,15,10543,41,N41,E,100,,4,3,0.75000000,,1,,0,,0,,,Nh-903,1,0,n103,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-903""}"
20250,2012,july,15,10544,18,N18,E,10,50,200,10,0.05000000,,3,,0,,0,,,Nh-904,1,0,n028,Nh-905,1,0,n028,Nh-906,1,0,n093,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-904""}"
20253,2012,july,16,10547,7,N7,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-907,1,0,n109,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-907""}"
20254,2012,july,16,10548,38,N38,E,50,90,16,20,1.25000000,,1,,0,,0,,,Nh-908,1,0,n011,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-908""}"
20255,2012,july,16,10549,38,N38,E,10,90,24,0,0E-8,,2,,0,,0,,,Nh-909,1,0,BCI12,Nh-910,1,0,BCI12,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-909""}"
20256,2012,july,16,10550,5,N5,E,10,,4,20,5.00000000,Na-102,1,,0,,0,,,Nh-911,1,0,n104,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-911""}"
20257,2012,july,16,10551,38,N38,E,50,95,60,5,0.08000000,,3,n008,1,,0,,,Nh-912,1,0,n063,Nh-913,1,0,n027,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-912""}"
20258,2012,july,16,10552,38,N38,E,95,,24,0,0E-8,,2,,0,,0,,,Nh-914,3,0,n017,Nh-915,1,0,n005,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-914""}"
